6.13361,-1.32672,0.220161,50.863
6.08063,-1.48669,0.215161,46.6919
6.05164,-1.57971,0.227161,44.9487
5.91162,-1.31171,0.219161,10.6457
5.88062,-1.25067,0.215161,8.59131
6.02765,-1.64667,0.212161,44.762
5.90265,-1.42468,0.218161,8.65355
5.86761,-1.3587,0.216161,10.8948
5.83264,-1.2937,0.215161,8.84034
5.80463,-1.23669,0.211161,7.71972
5.99963,-1.74072,0.223161,44.3262
5.85364,-1.46667,0.218161,8.84034
5.75562,-1.27869,0.212161,8.90259
5.97363,-1.8067,0.209161,47.7503
5.84363,-1.57971,0.218161,7.40844
5.8186,-1.52368,0.211161,7.15943
5.77661,-1.45172,0.214161,10.7703
5.68365,-1.27069,0.207161,10.8948
5.94666,-1.9007,0.220161,50.365
5.70264,-1.4397,0.210161,8.09327
5.67065,-1.37872,0.209161,7.84423
5.64062,-1.32068,0.206161,8.96483
5.60864,-1.26068,0.205161,10.8948
5.58063,-1.20569,0.202161,9.15162
5.54962,-1.14771,0.201161,17.3071
5.92163,-1.96667,0.206161,36.6064
5.59662,-1.36969,0.206161,9.08935
5.53766,-1.25568,0.202161,10.0232
5.50861,-1.19971,0.200161,62.3181
5.48065,-1.14667,0.198161,105.835
5.89465,-2.06268,0.218161,46.5051
5.74365,-1.78467,0.216161,11.0815
5.67963,-1.65967,0.212161,9.15162
5.64764,-1.59869,0.209161,10.5835
5.61664,-1.53967,0.207161,7.53296
5.58661,-1.48071,0.205161,9.08935
5.55664,-1.42267,0.203161,9.27614
5.52466,-1.36469,0.202161,10.7703
5.49866,-1.31067,0.199161,17.0581
5.46863,-1.25372,0.198161,87.6562
5.43866,-1.19867,0.197161,82.9871
5.41064,-1.14471,0.195161,83.4851
5.38263,-1.09167,0.193161,105.026
5.57263,-1.58771,0.206161,9.21386
5.51361,-1.47369,0.202161,9.64966
5.4826,-1.41467,0.201161,11.3928
5.45563,-1.36169,0.198161,59.8279
5.42664,-1.3067,0.196161,120.527
5.39862,-1.25269,0.194161,106.707
5.37164,-1.20068,0.193161,117.539
5.34265,-1.14667,0.192161,72.5903
5.31665,-1.0957,0.190161,83.1116
5.83966,-2.22168,0.215161,50.6763
5.72363,-2.00867,0.216161,9.4629
5.68866,-1.94269,0.215161,9.58741
5.59265,-1.75671,0.208161,11.7664
5.56165,-1.69769,0.206161,10.8325
5.5296,-1.6377,0.205161,8.52906
5.43964,-1.4657,0.200161,24.2175
5.41364,-1.4137,0.196161,111.064
5.35565,-1.30371,0.194161,103.345
5.32861,-1.25269,0.192161,54.5361
5.30365,-1.20172,0.190161,76.0144
5.27661,-1.1507,0.188161,47.5635
5.25165,-1.10168,0.186161,12.8247
5.22461,-1.0517,0.185161,8.40454
5.51562,-1.74469,0.206161,9.08935
5.4906,-1.69171,0.201161,6.78588
5.42865,-1.57568,0.199161,10.3345
5.34265,-1.41071,0.194161,96.1853
5.28662,-1.30566,0.191161,89.4617
5.26062,-1.25568,0.189161,57.4622
5.23566,-1.20569,0.187161,17.0581
5.20966,-1.1557,0.185161,10.0855
5.18762,-1.10968,0.181161,10.0855
5.15863,-1.05872,0.182161,8.59131
5.13666,-1.01367,0.179161,9.83642
5.67065,-2.1687,0.213161,8.15551
5.38361,-1.62372,0.199161,45.1355
5.35461,-1.56866,0.197161,105.275
5.32666,-1.51471,0.195161,116.605
5.27161,-1.40967,0.192161,77.384
5.24664,-1.35968,0.190161,55.2832
5.19464,-1.2597,0.186161,9.7119
5.14264,-1.16168,0.183161,9.89869
5.11664,-1.11267,0.182161,9.0271
5.09363,-1.06671,0.180161,8.40454
5.07062,-1.02069,0.178161,9.33838
5.31262,-1.62067,0.196161,74.8315
5.23163,-1.46368,0.190161,71.5942
5.20563,-1.4137,0.188161,103.967
5.17865,-1.36267,0.187161,10.1477
5.15265,-1.31372,0.185161,7.59523
5.12964,-1.26672,0.182161,9.83642
5.10266,-1.2157,0.182161,9.77418
5.07764,-1.1687,0.181161,10.5212
5.05365,-1.12268,0.179161,8.40454
5.03265,-1.07867,0.175161,10.957
5.01062,-1.03467,0.173161,9.7119
4.98462,-0.987671,0.173161,8.40454
5.16461,-1.46771,0.186161,27.9529
5.13763,-1.41669,0.186161,6.66137
5.08661,-1.3197,0.182161,9.77418
5.01764,-1.1817,0.175161,9.40063
4.99261,-1.13568,0.175161,7.40844
4.96564,-1.08771,0.175161,7.71972
4.94562,-1.04572,0.172161,12.7002
4.92664,-1.00568,0.167161,8.59131
4.89862,-0.957703,0.170161,9.83642
5.02161,-1.3277,0.180161,10.21
4.94861,-1.18872,0.176161,10.3345
4.92566,-1.14471,0.174161,9.08935
4.90863,-1.10571,0.169161,8.71582
4.87964,-1.0567,0.172161,9.27614
4.86163,-1.01672,0.168161,8.96483
4.84064,-0.976685,0.166161,8.65355
4.81964,-0.934692,0.164161,7.34619
5.1076,-1.62567,0.186161,10.3345
5.03064,-1.47772,0.182161,8.84034
4.95764,-1.33771,0.177161,10.0855
4.93463,-1.29266,0.175161,8.65355
4.91266,-1.24969,0.173161,8.031
4.89062,-1.20569,0.171161,9.77418
4.86462,-1.15967,0.171161,7.34619
4.84265,-1.11768,0.170161,6.59912
4.81964,-1.07367,0.169161,6.84815
4.80365,-1.03668,0.163161,7.34619
4.7796,-0.993713,0.164161,7.22168
4.76062,-0.954712,0.161161,9.4629
4.7406,-0.914673,0.158161,7.59523
4.9906,-1.53467,0.181161,6.72364
4.96765,-1.48871,0.178161,7.71972
4.94263,-1.44171,0.178161,9.96094
4.91864,-1.39569,0.176161,9.96094
4.89362,-1.34967,0.175161,7.53296
4.87164,-1.3067,0.173161,6.10108
4.84863,-1.26172,0.172161,7.65747
4.82666,-1.21869,0.170161,6.97267
4.8056,-1.17767,0.168161,7.78199
4.78461,-1.13672,0.166161,6.97267
4.76361,-1.09467,0.164161,8.34227
4.74164,-1.05371,0.162161,5.60304
4.72064,-1.01367,0.162161,6.35009
4.70166,-0.97467,0.159161,7.84423
4.67963,-0.934692,0.158161,7.53296
4.65961,-0.895691,0.157161,7.65747
4.95563,-1.5957,0.176161,8.15551
4.92865,-1.54669,0.176161,6.84815
4.85565,-1.40869,0.174161,8.71582
4.81061,-1.32172,0.170161,8.09327
4.78766,-1.27771,0.169161,7.9065
4.7666,-1.23669,0.167161,7.09716
4.74463,-1.1947,0.165161,6.2256
4.72662,-1.15668,0.161161,8.46679
4.70264,-1.11267,0.163161,5.91432
4.68262,-1.07471,0.160161,9.4629
4.66162,-1.03369,0.160161,4.91821
4.64062,-0.993713,0.158161,5.29176
4.62366,-0.958679,0.155161,7.96875
4.60461,-0.920715,0.153161,6.97267
4.58362,-0.881714,0.153161,7.84423
4.56561,-0.845703,0.150161,7.96875
4.93463,-1.69366,0.180161,9.52514
4.88562,-1.60071,0.177161,9.52514
4.83966,-1.51068,0.173161,9.52514
4.8186,-1.46869,0.170161,8.34227
4.77264,-1.38068,0.168161,8.52906
4.75262,-1.33972,0.165161,7.78199
4.72766,-1.29572,0.166161,6.4746
4.70966,-1.25671,0.162161,6.16332
4.68365,-1.21271,0.164161,7.09716
4.66864,-1.1767,0.158161,7.59523
4.64563,-1.1347,0.158161,9.77418
4.62762,-1.09772,0.156161,6.9104
4.60565,-1.05768,0.155161,8.84034
