713.288,-994.443,-5.599
713.298,-995.023,-4.674
713.107,-994.357,-6.007
713.264,-994.48,-5.671
714.156,-994.757,-4.43
712.93,-995.213,-4.814
713.169,-994.336,-6.093
713.038,-994.506,-5.942
713.327,-995.073,-4.786
713.183,-994.428,-6.042
713.05,-994.565,-5.945
713.252,-995.128,-4.874
712.881,-995.286,-4.959
713.962,-994.593,-5.189
714.109,-994.933,-4.519
714.022,-994.992,-4.505
714.045,-994.632,-5.16
714.094,-994.972,-4.579
713.273,-994.494,-6.18
713.243,-994.635,-5.984
713.198,-994.747,-5.848
714.213,-994.646,-5.094
714.126,-994.702,-5.085
713.124,-994.662,-6.156
713.186,-994.68,-6.072
713.138,-994.792,-5.937
714.154,-994.668,-5.221
714.108,-994.711,-5.194
714.257,-994.697,-5.081
714.026,-994.794,-5.136
713.401,-994.622,-6.078
713.997,-994.776,-5.299
714.021,-994.8,-5.24
713.988,-994.839,-5.207
714.153,-994.821,-5.089
714.116,-994.861,-5.058
714.148,-995.201,-4.493
714.081,-994.787,-5.315
714.102,-994.81,-5.259
714.025,-994.862,-5.246
714.092,-994.873,-5.169
714.148,-994.886,-5.099
714.099,-994.635,-5.646
714.05,-994.678,-5.622
714.257,-994.684,-5.428
714.128,-994.748,-5.442
714.12,-994.84,-5.305
714.114,-994.87,-5.261
714.036,-994.922,-5.249
714.578,-994.824,-4.918
714.058,-995.005,-5.099
714.028,-995.044,-5.065
713.248,-995.307,-5.35
714.263,-994.717,-5.479
713.805,-994.867,-5.653
714.347,-994.753,-5.347
713.119,-995.147,-5.828
714.186,-994.884,-5.283
714.164,-994.92,-5.247
713.274,-995.202,-5.602
714.633,-994.872,-4.901
714.466,-994.977,-4.886
714.315,-994.679,-5.601
714.345,-994.701,-5.539
714.015,-994.815,-5.657
714.462,-994.73,-5.39
713.018,-995.137,-6.044
714.416,-994.799,-5.321
714.062,-994.923,-5.443
714.442,-994.878,-5.173
714.535,-994.881,-5.085
713.479,-995.175,-5.57
714.069,-995.04,-5.252
713.348,-995.243,-5.579
714.543,-994.935,-4.993
713.911,-995.145,-5.229
713.389,-995.358,-5.361
714.345,-994.766,-5.547
714.444,-994.77,-5.452
714.269,-994.844,-5.492
714.247,-994.879,-5.457
714.47,-994.849,-5.303
713.255,-995.202,-5.837
714.833,-994.835,-4.999
713.135,-995.333,-5.739
714.222,-995.061,-5.192
714.319,-995.062,-5.102
714.304,-995.096,-5.063
714.34,-995.113,-5.003
714.422,-995.146,-4.877
714.419,-994.754,-5.61
714.358,-994.798,-5.595
714.341,-994.861,-5.511
714.475,-994.856,-5.398
714.443,-994.893,-5.369
714.716,-994.85,-5.192
714.609,-994.906,-5.199
714.836,-994.873,-5.047
714.767,-994.918,-5.037
713.329,-995.31,-5.711
714.607,-994.99,-5.068
714.312,-995.1,-5.159
713.621,-995.293,-5.476
714.468,-995.085,-5.044
714.407,-995.13,-5.026
714.409,-995.158,-4.981
714.493,-995.162,-4.9
714.458,-995.2,-4.871
714.411,-995.242,-4.847
714.657,-994.818,-5.405
714.503,-994.885,-5.438
714.292,-994.967,-5.497
714.531,-994.935,-5.334
714.733,-994.91,-5.191
714.546,-994.988,-5.237
714.544,-995.016,-5.194
714.52,-995.051,-5.161
714.521,-995.079,-5.116
714.55,-995.098,-5.059
714.535,-995.13,-5.021
714.432,-995.188,-5.024
714.463,-995.207,-4.966
714.473,-995.232,-4.917
714.222,-995.334,-4.982
714.606,-994.896,-5.438
714.102,-995.05,-5.647
714.846,-994.892,-5.229
714.731,-994.949,-5.243
714.599,-995.011,-5.264
714.636,-995.029,-5.201
713.555,-995.313,-5.724
714.574,-995.073,-5.188
714.49,-995.124,-5.183
714.507,-995.147,-5.13
714.467,-995.186,-5.105
714.552,-995.191,-5.022
714.566,-995.214,-4.972
714.531,-995.252,-4.944
714.48,-995.295,-4.923
714.675,-994.917,-5.454
714.774,-994.921,-5.358
714.569,-994.999,-5.418
714.823,-994.964,-5.247
714.481,-995.078,-5.373
714.78,-995.029,-5.181
714.657,-995.089,-5.198
714.337,-995.201,-5.308
714.436,-995.203,-5.215
714.219,-995.29,-5.273
714.728,-995.18,-4.991
714.48,-995.276,-5.062
714.475,-995.305,-5.02
714.541,-995.314,-4.947
714.933,-994.894,-5.368
714.745,-994.966,-5.423
714.898,-994.957,-5.3
714.661,-995.043,-5.377
714.579,-995.091,-5.375
714.499,-995.139,-5.371
714.845,-995.079,-5.155
714.238,-995.263,-5.409
714.344,-995.265,-5.312
714.615,-995.221,-5.137
714.57,-995.26,-5.115
714.562,-995.29,-5.075
714.61,-995.305,-5.008
714.665,-995.317,-4.941
714.917,-994.991,-5.339
714.677,-995.077,-5.419
714.848,-995.062,-5.288
714.56,-995.161,-5.39
714.7,-995.154,-5.276
714.863,-995.14,-5.152
714.704,-995.208,-5.188
714.622,-995.257,-5.184
714.799,-995.237,-5.056
714.799,-995.264,-5.013
714.521,-995.394,-5.057
714.767,-995.121,-5.377
714.93,-995.108,-5.251
714.995,-995.119,-5.175
714.639,-995.235,-5.312
714.86,-995.207,-5.159
714.519,-995.321,-5.283
714.809,-995.274,-5.098
714.725,-995.323,-5.097
714.797,-995.331,-5.019
715.083,-995.085,-5.259
714.955,-995.142,-5.284
714.951,-995.169,-5.244
714.833,-995.225,-5.261
714.919,-995.231,-5.176
714.884,-995.266,-5.151
714.82,-995.31,-5.14
714.772,-995.349,-5.121
714.749,-995.382,-5.09
714.967,-995.206,-5.28
714.843,-995.262,-5.303
714.943,-995.265,-5.209
714.903,-995.301,-5.186
714.846,-995.342,-5.173
714.844,-995.37,-5.132
714.991,-995.266,-5.271
714.71,-995.36,-5.375
714.878,-995.347,-5.245
714.851,-995.381,-5.216
715.033,-995.362,-5.083
714.927,-995.375,-5.265
715.374,-995.293,-4.992
715.404,-995.328,-5.018
715.602,-995.306,-4.875
715.613,-995.346,-4.909
715.626,-995.367,-4.864
731.277,-999.875,-3.065
731.255,-999.794,-3.096
