712.848022;-995.330017;-4.919;0.0014648
712.790039;-995.383057;-4.887;0.0036621
712.793030;-995.343018;-5.055;0.0131836
713.047058;-995.397034;-5.498;0.0019531
720.018005;-997.500061;-4.157;0.0283203
720.008057;-997.613037;-4.157;0.0178223
719.969055;-997.538025;-4.158;0.0207520
719.997009;-997.728027;-4.155;0.0190430
719.959045;-997.653076;-4.156;0.0290527
719.919006;-997.570068;-4.162;0.0205078
719.880005;-997.499023;-4.161;0.0234375
719.987061;-997.840027;-4.154;0.0246582
719.948059;-997.764038;-4.156;0.0295410
719.909058;-997.685059;-4.160;0.0256348
719.869019;-997.608032;-4.162;0.0366211
719.828064;-997.530029;-4.163;0.0217285
719.787048;-997.447021;-4.166;0.0187988
720.014038;-998.026062;-4.151;0.0258789
719.975037;-997.950073;-4.154;0.0319824
719.938049;-997.878052;-4.156;0.0163574
719.899048;-997.800049;-4.159;0.0239258
719.859009;-997.722046;-4.161;0.0312500
719.819031;-997.644043;-4.163;0.0244141
719.776062;-997.555054;-4.169;0.0246582
719.735046;-997.480042;-4.168;0.0170898
720.002014;-998.137024;-4.151;0.0246582
719.965027;-998.065063;-4.152;0.0246582
719.928040;-997.991028;-4.155;0.0241699
719.888062;-997.910034;-4.159;0.0336914
719.849060;-997.834045;-4.161;0.0249023
719.809021;-997.756042;-4.164;0.0280762
719.768005;-997.674072;-4.166;0.0195312
719.725037;-997.588074;-4.171;0.0285645
719.683044;-997.507019;-4.172;0.0219727
719.639038;-997.420044;-4.175;0.0290527
719.991028;-998.248047;-4.150;0.0202637
719.954041;-998.174072;-4.154;0.0246582
719.917053;-998.100037;-4.156;0.0322266
719.879028;-998.027039;-4.157;0.0153809
719.840027;-997.948059;-4.161;0.0297852
719.800049;-997.871033;-4.162;0.0187988
719.759033;-997.790039;-4.165;0.0239258
719.718018;-997.709045;-4.168;0.0258789
719.675049;-997.624023;-4.171;0.0205078
719.631042;-997.536072;-4.175;0.0292969
719.586060;-997.447021;-4.179;0.0334473
719.540039;-997.355042;-4.183;0.0358887
720.016052;-998.430054;-4.148;0.0290527
719.981018;-998.363037;-4.148;0.0236816
719.944031;-998.287048;-4.153;0.0253906
719.907043;-998.214050;-4.155;0.0268555
719.869019;-998.139038;-4.157;0.0270996
719.830017;-998.063049;-4.160;0.0236816
719.791016;-997.985046;-4.162;0.0251465
719.750061;-997.906067;-4.165;0.0317383
719.708008;-997.821045;-4.169;0.0236816
719.666016;-997.739075;-4.171;0.0234375
719.623047;-997.654053;-4.175;0.0214844
719.578064;-997.561035;-4.180;0.0292969
719.533020;-997.472046;-4.183;0.0307617
719.488037;-997.386047;-4.184;0.0261230
720.007019;-998.549072;-4.144;0.0268555
719.971008;-998.478027;-4.147;0.0227051
719.935059;-998.404053;-4.150;0.0261230
719.898010;-998.334045;-4.152;0.0278320
719.860046;-998.255066;-4.156;0.0278320
719.822021;-998.183044;-4.157;0.0205078
719.782043;-998.101074;-4.162;0.0229492
719.742004;-998.022034;-4.164;0.0346680
719.701050;-997.942078;-4.166;0.0227051
719.658020;-997.855042;-4.171;0.0302734
719.617004;-997.775024;-4.172;0.0273438
719.573059;-997.688049;-4.176;0.0319824
719.527039;-997.598022;-4.179;0.0270996
719.482056;-997.508057;-4.183;0.0283203
719.435059;-997.416077;-4.186;0.0275879
719.387024;-997.318054;-4.191;0.0288086
719.925049;-998.520020;-4.148;0.0207520
719.888062;-998.444031;-4.153;0.0229492
719.851013;-998.373047;-4.154;0.0263672
719.812012;-998.294067;-4.158;0.0217285
719.773010;-998.217041;-4.161;0.0249023
719.733032;-998.138062;-4.163;0.0202637
719.694031;-998.061035;-4.165;0.0278320
719.651062;-997.975037;-4.170;0.0317383
719.610046;-997.896057;-4.170;0.0236816
719.565063;-997.805054;-4.176;0.0295410
719.522034;-997.720032;-4.178;0.0273438
719.476013;-997.630066;-4.181;0.0273438
719.430054;-997.539062;-4.185;0.0270996
719.381042;-997.437073;-4.191;0.0305176
719.333008;-997.344055;-4.193;0.0285645
719.841064;-998.487061;-4.153;0.0332031
719.804016;-998.414062;-4.155;0.0200195
719.765015;-998.336060;-4.158;0.0217285
719.725037;-998.257019;-4.161;0.0329590
719.684021;-998.174072;-4.166;0.0368652
719.644043;-998.098022;-4.166;0.0253906
719.602051;-998.011047;-4.171;0.0295410
719.558044;-997.924072;-4.175;0.0290527
719.515015;-997.840027;-4.177;0.0268555
719.471008;-997.755066;-4.179;0.0339355
719.425049;-997.662048;-4.183;0.0263672
719.377014;-997.567078;-4.187;0.0307617
719.328064;-997.466064;-4.193;0.0297852
719.280029;-997.373047;-4.195;0.0285645
719.230042;-997.274048;-4.198;0.0280762
719.795044;-998.533020;-4.152;0.0173340
719.757019;-998.454041;-4.156;0.0217285
719.717041;-998.376038;-4.159;0.0270996
719.677063;-998.296021;-4.162;0.0251465
719.636047;-998.214050;-4.166;0.0236816
719.595032;-998.134033;-4.168;0.0297852
719.552063;-998.048035;-4.171;0.0341797
719.509033;-997.962036;-4.175;0.0261230
719.465027;-997.877075;-4.177;0.0209961
719.419006;-997.786072;-4.181;0.0305176
719.372009;-997.693054;-4.184;0.0261230
719.325012;-997.597046;-4.189;0.0290527
719.275024;-997.499023;-4.193;0.0314941
719.226013;-997.401062;-4.197;0.0324707
719.176025;-997.303040;-4.199;0.0329590
719.709045;-998.494019;-4.157;0.0297852
719.669006;-998.415039;-4.161;0.0273438
719.628052;-998.333069;-4.164;0.0305176
719.587036;-998.254028;-4.166;0.0244141
719.544006;-998.165039;-4.172;0.0268555
719.502014;-998.082031;-4.174;0.0280762
719.457031;-997.992065;-4.178;0.0275879
719.413025;-997.905029;-4.181;0.0305176
719.366028;-997.810059;-4.185;0.0285645
719.320007;-997.724060;-4.186;0.0270996
719.271057;-997.624023;-4.191;0.0297852
719.222046;-997.528076;-4.194;0.0322266
719.170044;-997.421021;-4.200;0.0292969
719.119019;-997.321045;-4.204;0.0319824
719.066040;-997.215027;-4.208;0.0292969
719.620056;-998.450073;-4.163;0.0280762
719.580017;-998.374023;-4.165;0.0261230
719.537048;-998.286072;-4.170;0.0261230
719.494019;-998.201050;-4.173;0.0307617
719.451050;-998.115051;-4.176;0.0249023
719.406006;-998.027039;-4.179;0.0310059
719.360046;-997.933044;-4.184;0.0341797
719.315063;-997.845032;-4.186;0.0344238
719.266052;-997.748047;-4.190;0.0273438
719.217041;-997.649048;-4.195;0.0283203
719.167053;-997.550049;-4.199;0.0305176
719.116028;-997.448059;-4.202;0.0270996
719.063049;-997.345032;-4.206;0.0307617
719.008057;-997.231018;-4.213;0.0273438
717.784058;-996.818054;-2.828;0.0744629
719.530029;-998.410034;-4.166;0.0283203
719.488037;-998.323059;-4.171;0.0224609
719.444031;-998.235046;-4.176;0.0258789
719.399048;-998.145020;-4.179;0.0224609
719.354004;-998.057068;-4.183;0.0227051
719.308044;-997.965027;-4.186;0.0268555
719.260010;-997.869019;-4.190;0.0312500
719.211060;-997.769043;-4.196;0.0283203
719.163025;-997.676025;-4.197;0.0261230
