713.288025;-994.443054;-5.599;0.0393066
713.298035;-995.023071;-4.674;0.0141602
713.107056;-994.357056;-6.007;0.0285645
713.264038;-994.480042;-5.671;0.0104980
714.156006;-994.757019;-4.430;0.0712891
712.930054;-995.213074;-4.814;0.0021973
713.169006;-994.336060;-6.093;0.0405273
713.038025;-994.506042;-5.942;0.0207520
713.327026;-995.073059;-4.786;0.0051270
713.183044;-994.428040;-6.042;0.0004883
713.050049;-994.565063;-5.945;0.0397949
713.252014;-995.128052;-4.874;0.0270996
712.881042;-995.286072;-4.959;0.0029297
713.962036;-994.593018;-5.189;0.0187988
714.109009;-994.933044;-4.519;0.0029297
714.022034;-994.992065;-4.505;0.0017090
714.045044;-994.632019;-5.160;0.0268555
714.094055;-994.972046;-4.579;0.0041504
713.273010;-994.494019;-6.180;0.0268555
713.243042;-994.635071;-5.984;0.0004883
713.198059;-994.747070;-5.848;0.0051270
714.213013;-994.646057;-5.094;0.0290527
714.126038;-994.702026;-5.085;0.0219727
713.124023;-994.662048;-6.156;0.0007324
713.186035;-994.680054;-6.072;0.0036621
713.138062;-994.792053;-5.937;0.0292969
714.154053;-994.668030;-5.221;0.0153809
714.108032;-994.711060;-5.194;0.0173340
714.257019;-994.697021;-5.081;0.0773926
714.026062;-994.794067;-5.136;0.0078125
713.401062;-994.622070;-6.078;0.0002441
713.997009;-994.776062;-5.299;0.0473633
714.021057;-994.800049;-5.240;0.0214844
713.988037;-994.839050;-5.207;0.0300293
714.153015;-994.821045;-5.089;0.0417480
714.116028;-994.861023;-5.058;0.0034180
714.148010;-995.201050;-4.493;0.0534668
714.081055;-994.787048;-5.315;0.0319824
714.102051;-994.810059;-5.259;0.0368652
714.025024;-994.862061;-5.246;0.0407715
714.092041;-994.873047;-5.169;0.0407715
714.148010;-994.886047;-5.099;0.0070801
714.099060;-994.635071;-5.646;0.0192871
714.050049;-994.678040;-5.622;0.0185547
714.257019;-994.684021;-5.428;0.0922852
714.128052;-994.748047;-5.442;0.0214844
714.120056;-994.840027;-5.305;0.0139160
714.114014;-994.870056;-5.261;0.0373535
714.036011;-994.922058;-5.249;0.0029297
714.578064;-994.824036;-4.918;0.0595703
714.058044;-995.005066;-5.099;0.0012207
714.028015;-995.044067;-5.065;0.0175781
713.248047;-995.307068;-5.350;0.0112305
714.263062;-994.717041;-5.479;0.0390625
713.805054;-994.867065;-5.653;0.0310059
714.347046;-994.753052;-5.347;0.0244141
713.119019;-995.147034;-5.828;0.0031738
714.186035;-994.884033;-5.283;0.0029297
714.164062;-994.920044;-5.247;0.0756836
713.274048;-995.202026;-5.602;0.0043945
714.633057;-994.872070;-4.901;0.0895996
714.466003;-994.977051;-4.886;0.0012207
714.315063;-994.679077;-5.601;0.0356445
714.345032;-994.701050;-5.539;0.0568848
714.015015;-994.815063;-5.657;0.0310059
714.462036;-994.730042;-5.390;0.0339355
713.018005;-995.137024;-6.044;0.0017090
714.416016;-994.799072;-5.321;0.0302734
714.062012;-994.923035;-5.443;0.0302734
714.442017;-994.878052;-5.173;0.0385742
714.535034;-994.881042;-5.085;0.0134277
713.479004;-995.175049;-5.570;0.0202637
714.069031;-995.040039;-5.252;0.0158691
713.348022;-995.243042;-5.579;0.0266113
714.543030;-994.935059;-4.993;0.0737305
713.911011;-995.145020;-5.229;0.0471191
713.389038;-995.358032;-5.361;0.0292969
714.345032;-994.766052;-5.547;0.0332031
714.444031;-994.770020;-5.452;0.0319824
714.269043;-994.844055;-5.492;0.0292969
714.247009;-994.879028;-5.457;0.0668945
714.470032;-994.849060;-5.303;0.0463867
713.255005;-995.202026;-5.837;0.0002441
714.833008;-994.835022;-4.999;0.0290527
713.135010;-995.333069;-5.739;0.0407715
714.222046;-995.061035;-5.192;0.0595703
714.319031;-995.062073;-5.102;0.0278320
714.304016;-995.096069;-5.063;0.0683594
714.340027;-995.113037;-5.003;0.0026855
714.422058;-995.146057;-4.877;0.0305176
714.419006;-994.754028;-5.610;0.0451660
714.358032;-994.798035;-5.595;0.0297852
714.341003;-994.861023;-5.511;0.0332031
714.475037;-994.856018;-5.398;0.0263672
714.443054;-994.893066;-5.369;0.0461426
714.716064;-994.850037;-5.192;0.0415039
714.609009;-994.906067;-5.199;0.0568848
714.836060;-994.873047;-5.047;0.0607910
714.767029;-994.918030;-5.037;0.0395508
713.329041;-995.310059;-5.711;0.0019531
714.607056;-994.990051;-5.068;0.0412598
714.312012;-995.100037;-5.159;0.0180664
713.621033;-995.293030;-5.476;0.0168457
714.468018;-995.085022;-5.044;0.0334473
714.407043;-995.130066;-5.026;0.0292969
714.409058;-995.158020;-4.981;0.0268555
714.493042;-995.162048;-4.900;0.0021973
714.458008;-995.200073;-4.871;0.0720215
714.411011;-995.242065;-4.847;0.0017090
714.657043;-994.818054;-5.405;0.0317383
714.503052;-994.885071;-5.438;0.0344238
714.292053;-994.967041;-5.497;0.0476074
714.531006;-994.935059;-5.334;0.0512695
714.733032;-994.910034;-5.191;0.0397949
714.546021;-994.988037;-5.237;0.0366211
714.544006;-995.016052;-5.194;0.0356445
714.520020;-995.051025;-5.161;0.0249023
714.521057;-995.079041;-5.116;0.0583496
714.550049;-995.098022;-5.059;0.0383301
714.535034;-995.130066;-5.021;0.0263672
714.432007;-995.188049;-5.024;0.0141602
714.463013;-995.207031;-4.966;0.0644531
714.473022;-995.232056;-4.917;0.0310059
714.222046;-995.334045;-4.982;0.0280762
714.606018;-994.896057;-5.438;0.0314941
714.102051;-995.050049;-5.647;0.0239258
